number,incident_state,knowledge,vendor,product,country,summary
INC0016421,Active,False,Emerald,Boa,China,"Incident INC0016421, related to the Boa product by vendor Emerald in China, was opened on 7/4/2016 at 10:12 with medium impact and urgency, resulting in a moderate priority. The incident was resolved promptly by 10:26 the same day and closed on 12/4/2016 at 10:59. The SLA was met, and no knowledge article was created. The current state is active."
INC0006566,New,False,Emerald,Croc,South Africa,"Incident INC0006566 was opened on 14 March 2016 at 10:32 with a medium impact and urgency, resulting in a moderate priority. The issue involved the Croc product from vendor Emerald in South Africa. The incident met its SLA, was resolved on 23 March 2016, and closed on 28 March 2016. The current state is New, and no knowledge article was created."
INC0007225,Active,False,Sapphire,Glaucus,Spain,"Incident INC0007225, related to the Sapphire Glaucus product in Spain, was opened on 15/3/2016 with medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 23/3/2016, and closed on 28/3/2016. The current state is Active, and no knowledge article was created."
INC0020210,Awaiting User Info,False,Emerald,Croc,Egypt,"Incident INC0020210, related to the Croc product from vendor Emerald in Egypt, was opened on 18/04/2016 with medium impact and urgency, resulting in moderate priority. The incident is currently awaiting user information. It met its SLA, was resolved on 04/05/2016, and closed on 09/05/2016. No knowledge article was created."
INC0014165,Active,False,Sapphire,BlueTang,Sweden,"Incident INC0014165, related to the Sapphire BlueTang product in Sweden, was opened on April 1, 2016, with medium impact and urgency, and a moderate priority. The incident met its SLA, was resolved on April 7, 2016, and closed on April 12, 2016. The ticket is currently active and not linked to any knowledge articles."
INC0024138,Closed,False,Emerald,Croc,Denmark,"Incident INC0024138, related to the product Croc by vendor Emerald in Denmark, was opened on 29/4/2016 at 11:32 with medium impact and urgency, and moderate priority. The incident was resolved promptly within a minute and closed on 4/5/2016 at 12:07. The SLA was met, and knowledge documentation was not created. The incident is now closed."
INC0008461,Awaiting User Info,False,Ruby,LadyBug,Vietnam,"Incident INC0008461, concerning the LadyBug product from vendor Ruby in Vietnam, was opened on 17/03/2016 with medium impact and urgency, resulting in a moderate priority level. The incident met its SLA and was resolved on 31/03/2016 but remains in the ""Awaiting User Info"" state as of its last update. It was finally closed on 05/04/2016."
INC0020883,Closed,False,Emerald,Frog,Hungary,"Incident INC0020883, related to the Frog product by vendor Emerald in Hungary, was opened on 19/4/2016 at 12:11 with a medium impact and urgency, and moderate priority. The incident was resolved on the same day at 12:25, met the SLA, and was closed on 24/4/2016. Knowledge documentation was not created."
INC0029050,Closed,False,Emerald,Croc,Mexico,"Incident INC0029050, related to the vendor Emerald and product Croc in Mexico, was opened on 12/5/2016 and closed on 21/5/2016. It had a medium impact and urgency level with moderate priority. The incident was resolved by 16/5/2016, met the SLA, and is now closed. No knowledge article was created."
INC0019870,Closed,False,Ruby,Fox,Indonesia,"Incident INC0019870, related to the Fox product by vendor Ruby in Indonesia, was opened on 15/04/2016 at 15:06 with a medium impact and urgency, and moderate priority. The incident was resolved quickly by 15/04/2016 15:12, met the SLA requirements, and was ultimately closed on 20/04/2016 at 16:07. The incident did not involve knowledge base documentation."
INC0009173,Active,False,Ruby,LadyBug,Morocco,"Incident INC0009173 was a medium-impact, medium-urgency issue with moderate priority involving the LadyBug product by vendor Ruby in Morocco. The incident was opened on 21/3/2016 at 07:24, resolved the same day at 07:51, and closed on 26/3/2016 at 07:59. The service level agreement (SLA) was met, and no knowledge article was created. The incident is currently marked as active."
INC0001508,Closed,False,Sapphire,Glaucus,Malaysia,"Incident INC0001508, related to the Glaucus product by vendor Sapphire in Malaysia, was opened on 2nd March 2016 with a medium impact and urgency, prioritized as moderate. The incident was resolved on 19th May 2016 and closed on 24th May 2016. The service level agreement was not met, and no knowledge article was created. The incident is now closed."
INC0016427,Active,False,Emerald,Croc,Netherlands,"Incident INC0016427, related to the Croc product from vendor Emerald in the Netherlands, was opened on 7/4/2016 at 10:17 with medium impact and urgency, resulting in a moderate priority. The incident was resolved quickly on the same day at 10:26, met its SLA, and was ultimately closed on 12/4/2016. It is currently marked as active, and no knowledge article was created."
INC0023008,Resolved,False,Sapphire,BlueTang,New Zealand,"Incident INC0023008, related to the Sapphire BlueTang product in New Zealand, was opened on 27/04/2016 and resolved by 28/04/2016, meeting the SLA. The issue had a medium impact and urgency, with a moderate priority. The incident was ultimately closed on 03/05/2016."
INC0024897,Active,False,Sapphire,Glaucus,Peru,"Incident INC0024897, related to the Sapphire Glaucus product in Peru, was opened on 2/5/2016 at 12:15 and had a medium impact and urgency, with a moderate priority. The incident was active but resolved and closed on 3/5/2016 at 18:47, meeting the SLA requirements."
INC0000480,New,True,Emerald,Turtle,South Africa,"Incident INC0000480, related to the product Turtle from vendor Emerald in South Africa, was opened on 1/3/2016 at 02:56 with medium impact and urgency, and moderate priority. The incident was resolved on the same day at 09:39, met its SLA, and was finally closed on 6/3/2016. Knowledge articles are available for this incident."
INC0022434,Resolved,False,Sapphire,Glaucus,Sweden,"Incident INC0022434, related to the Sapphire Glaucus product in Sweden, was opened on 25/4/2016 at 15:11 and resolved within the SLA. The incident had a medium impact and urgency, with a moderate priority. It was closed on 30/4/2016 at 16:07. Knowledge article was not created."
INC0028521,Active,False,Ruby,LadyBug,South Korea,"Incident INC0028521, related to the LadyBug product from vendor Ruby in South Korea, was opened on 11/5/2016 at 15:52 with a medium impact and high urgency, resulting in a high priority. The incident was active, met SLA targets, and was resolved and closed on 13/5/2016 at 13:38. Knowledge base documentation was not created."
INC0007347,Closed,False,Sapphire,Peacock,Peru,"Incident INC0007347, related to the Peacock product by vendor Sapphire in Peru, was a medium-impact, medium-urgency issue with a moderate priority. It was opened on 15 March 2016 at 14:32 and resolved by 17 March 2016 at 08:40, meeting the SLA requirements. The incident was closed shortly after resolution on 17 March 2016 at 08:41. No knowledge article was created."
INC0017420,Resolved,False,Emerald,Turtle,Germany,"Incident INC0017420, related to the Turtle product by vendor Emerald in Germany, was opened on 11/4/2016 with medium impact and urgency, and moderate priority. The incident was resolved by 20/4/2016 and closed on 25/4/2016, meeting the SLA requirements. The incident is now resolved, with no associated knowledge article."
INC0004589,Resolved,True,Emerald,Frog,Hungary,"Incident INC0004589, related to the Emerald vendor's Frog product in Hungary, was classified with medium impact and urgency, resulting in a moderate priority. The incident was opened on 9th March 2016 at 07:58, resolved on 1st April 2016 at 14:56, and closed on 6th April 2016 at 14:59. The service level agreement (SLA) was met, and knowledge documentation was created. The incident status is resolved."
INC0008977,Active,False,Ruby,Fox,Indonesia,"Incident INC0008977, related to the Ruby vendor's Fox product in Indonesia, was opened on 18/3/2016 at 19:38 with medium impact and urgency, resulting in a moderate priority. The incident was resolved the same day at 21:22 and closed on 24/3/2016 at 19:02. The SLA was met, and the incident is currently active without associated knowledge articles."
INC0012845,Active,False,Sapphire,Peacock,New Zealand,"Incident INC0012845 is currently active with a medium impact and urgency, resulting in a moderate priority. It was opened on 30/03/2016 at 08:45 and resolved on 11/04/2016 at 14:56, then closed on 16/04/2016 at 15:07. The incident met the SLA and involves the Peacock product from the vendor Sapphire, based in New Zealand. Knowledge documentation is not available."
INC0012548,New,False,Ruby,Shrimp,Croatia,"Incident INC0012548, related to the product Shrimp by vendor Ruby in Croatia, was opened on 29/3/2016 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA and was resolved on 18/4/2016, then closed on 23/4/2016. The current state is new, and no knowledge article is associated."
INC0004412,Active,True,Sapphire,Glaucus,Denmark,"Incident INC0004412, involving the Sapphire Glaucus product in Denmark, was opened on 8 March 2016 and resolved on 21 March 2016, then closed on 26 March 2016. The incident had a medium impact and urgency with a moderate priority. The service level agreement was met, and relevant knowledge documentation is available. The incident is currently active."
INC0010928,Awaiting User Info,False,Sapphire,Peacock,Poland,"Incident INC0010928, related to the Peacock product from vendor Sapphire in Poland, was opened on 24/3/2016 and had a medium impact and urgency, resulting in a moderate priority. The incident met its SLA but is currently awaiting user information. It was resolved on 11/4/2016 and closed on 16/4/2016."
INC0003219,Closed,True,Ruby,Shrimp,Greece,"Incident INC0003219, related to the ""Shrimp"" product by vendor Ruby in Greece, was opened on 7/3/2016 at 10:12 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved the same day at 10:34 but closed later on 24/3/2016 at 18:40. The SLA was not met, but the incident was documented with knowledge base information. The incident is now closed."
INC0028502,New,False,Sapphire,BlueTang,Colombia,"Incident INC0028502 was opened on 11/5/2016 at 15:16 with a medium impact and urgency, resulting in a moderate priority. The issue involved the BlueTang product from vendor Sapphire in Colombia. The incident was resolved on 24/5/2016 and closed on 29/5/2016, meeting the SLA requirements. Knowledge base documentation was not created. The current state of the incident is New."
INC0027467,New,False,Sapphire,BlueTang,Chile,"Incident INC0027467, with medium impact and urgency (priority 3 - Moderate), was opened on 9/5/2016 for the Sapphire BlueTang product in Chile. The incident was resolved by 10/5/2016 and closed on 15/5/2016, meeting the SLA requirements. The incident state is currently New, and no knowledge base article was created."
INC0015401,Resolved,False,Emerald,Frog,Vietnam,"Incident INC0015401, related to the Emerald Frog product in Vietnam, was opened on 5/4/2016 with a medium impact and urgency, assigned a moderate priority. The incident met its SLA, was resolved on 8/4/2016, and closed on 13/4/2016. The incident state is resolved, and no knowledge article was created."
INC0017712,Closed,False,Sapphire,Glaucus,Peru,"Incident INC0017712, related to the Sapphire Glaucus product in Peru, was opened on 11/4/2016 with medium impact and urgency (priority 3 - Moderate). The incident was resolved on 30/6/2016 and closed on 5/7/2016. The service level agreement (SLA) was not met."
INC0014649,Resolved,False,Ruby,Ant,Bolivia,"Incident INC0014649, related to the Ruby vendor's Ant product in Bolivia, was a medium-impact and medium-urgency issue with moderate priority. It was opened on April 4, 2016, at 09:04, resolved the same day at 09:36, and closed on April 6, 2016, at 13:52. The incident met its SLA and is now resolved."
INC0005457,Resolved,False,Sapphire,BlueJay,Colombia,"Incident INC0005457, classified with medium impact and urgency and moderate priority, was opened on 10/3/2016 for the Sapphire BlueJay product in Colombia. The issue was resolved by 16/3/2016 and closed on 24/3/2016, meeting the SLA requirements."
INC0011448,Active,False,Ruby,Fox,Sweden,"Incident INC0011448, related to the Ruby vendor's Fox product in Sweden, was opened on 26/03/2016 at 08:12 with a medium impact and urgency, resulting in a moderate priority. The issue was resolved on the same day at 08:26 and closed on 31/03/2016 at 08:59. The incident met the SLA but has not yet been documented in the knowledge base. The current state is active."
INC0017286,Closed,False,Ruby,Shrimp,United Arab Emirates,"Incident INC0017286, related to the Ruby vendor's Shrimp product in the United Arab Emirates, was opened on 10/4/2016 at 08:35 with medium impact and urgency, and moderate priority. The incident was resolved quickly by 08:43 the same day, met the SLA, and was closed on 15/4/2016. The incident is now closed and did not involve any knowledge base updates."
INC0003674,Active,True,Sapphire,BlueJay,China,"Incident INC0003674 involved the Sapphire vendor's BlueJay product in China. It was opened on 7/3/2016 at 15:01 with a medium impact and high urgency, resulting in a high priority status. The incident met its SLA, was resolved by 11/3/2016 at 12:10, and closed on 24/3/2016 at 18:50. The incident is currently active and has associated knowledge documentation."
INC0010536,Resolved,False,Emerald,Frog,Saudi Arabia,"Incident INC0010536, related to the Frog product from vendor Emerald in Saudi Arabia, was opened on 23/03/2016 with low impact, urgency, and priority levels. The incident was resolved within SLA and subsequently closed on 28/03/2016. The incident state is resolved, and no knowledge article was created."
INC0020376,Awaiting User Info,False,Ruby,LadyBug,Indonesia,"Incident INC0020376, related to the LadyBug product by vendor Ruby in Indonesia, was opened on 18/4/2016 with medium impact and urgency, resulting in a moderate priority. The incident met its SLA, and after awaiting user information, it was resolved on 20/4/2016 and closed on 25/4/2016. No knowledge article was created."
INC0016417,Awaiting User Info,False,Emerald,Frog,Saudi Arabia,"Incident INC0016417, related to the product Frog from vendor Emerald in Saudi Arabia, was opened on 7/4/2016 at 10:07 with a medium impact and urgency, resulting in a moderate priority. The incident is currently awaiting user information. It met the SLA, was resolved on 18/4/2016 at 11:36, and closed on 23/4/2016 at 12:07. No knowledge article was created."
INC0019831,New,False,Sapphire,Glaucus,Greece,"Incident INC0019831, related to the Glaucus product by vendor Sapphire in Greece, was opened on 15/4/2016 with medium impact and urgency, and moderate priority. The incident met the SLA, and after being in a new state, it was resolved on 28/6/2016 and closed on 3/7/2016. No knowledge article was created."
INC0025735,Active,False,Sapphire,BlueJay,Netherlands,"Incident INC0025735 was a medium impact and urgency issue related to the BlueJay product provided by vendor Sapphire in the Netherlands. It was opened on April 5, 2016, at 09:50 and resolved by May 11, 2016, at 09:47, meeting its SLA. The incident was closed on May 16, 2016, and had a moderate priority level."
INC0020885,Closed,False,Ruby,Fox,United Arab Emirates,"Incident INC0020885, related to the Ruby vendor's Fox product in the United Arab Emirates, was opened on 19/4/2016 at 12:13 and closed on 24/4/2016 at 13:07. The incident had a medium impact and urgency, resulting in a moderate priority. The issue was resolved within the SLA and the ticket is now closed."
INC0022470,Resolved,False,Sapphire,Peacock,Switzerland,"Incident INC0022470, related to the Peacock product by vendor Sapphire in Switzerland, was opened on 25/4/2016 at 15:56 with a medium impact and urgency (priority 3 - Moderate). The incident was resolved on the same day at 23:09, meeting the SLA, and was subsequently closed on 30/4/2016 at 23:10. The incident state is resolved, and no knowledge article was created."
INC0021530,New,False,Ruby,Ant,Vietnam,"Incident INC0021530, opened on 20/4/2016 and resolved on 26/4/2016, involved a medium impact and urgency issue with moderate priority related to the product Ant by vendor Ruby in Vietnam. The incident met SLA requirements and was closed on 1/5/2016."
INC0022563,Resolved,False,Emerald,Boa,Colombia,"Incident INC0022563, related to the Emerald Boa product in Colombia, was opened on 26/4/2016 at 06:16 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved promptly by 06:20 on the same day, meeting the SLA, and was later closed on 1/5/2016 at 07:07. The incident did not involve any knowledge base documentation."
INC0002028,Active,True,Emerald,Turtle,Hungary,"Incident INC0002028, affecting the Turtle product from vendor Emerald in Hungary, was opened on 3rd March 2016 and had a medium impact and urgency with moderate priority. The incident met its SLA, was resolved by 7th March 2016, and closed on 24th March 2016. The incident is currently active, and knowledge resources are available."
INC0008328,Active,False,Ruby,Shrimp,South Africa,"Incident INC0008328, related to the Ruby vendor's Shrimp product in South Africa, was opened on 17/3/2016 with medium impact and urgency, and moderate priority. The incident met the SLA, was resolved on 24/3/2016, and closed on 29/3/2016. It is currently marked as active and has no associated knowledge article."
INC0020749,Resolved,False,Ruby,Shrimp,China,"Incident INC0020749, related to the Shrimp product by vendor Ruby in China, was logged on April 19, 2016, with medium impact and urgency, and moderate priority. The incident was resolved by April 25, 2016, met the SLA, and was closed on April 30, 2016."
INC0010658,Resolved,False,Sapphire,Glaucus,Pakistan,"Incident INC0010658, categorized with medium impact and urgency and moderate priority, was opened on 23/3/2016 and resolved by 24/3/2016, meeting the SLA requirements. The issue involved the Glaucus product from vendor Sapphire in Pakistan and was ultimately closed on 29/3/2016."
INC0007484,Active,False,Ruby,Ant,Turkey,"Incident INC0007484, related to the product Ant from vendor Ruby in Turkey, was opened on 15/03/2016 at 21:50 with a medium impact and urgency, resulting in a moderate priority. The incident was actively managed, met its SLA, and was resolved on 20/04/2016 at 10:01, then closed on 25/04/2016 at 10:07. Knowledge documentation was not created."
INC0004234,Awaiting User Info,True,Emerald,Frog,Israel,"Incident INC0004234, related to the product Frog by vendor Emerald in Israel, was opened on 8/3/2016 with a medium impact and urgency, resulting in a moderate priority. The incident met SLA requirements and involved knowledge resources. It remained in the state ""Awaiting User Info"" before being resolved on 14/4/2016 and closed on 19/4/2016."
INC0009451,New,False,Emerald,Turtle,Colombia,"Incident INC0009451 was opened on 21/03/2016 at 12:22 with a medium impact and urgency, resulting in a moderate priority. The incident involved the product Turtle from vendor Emerald in Colombia. It was resolved the same day at 17:17, met its SLA, and was closed on 26/03/2016. The incident is currently in a new state and no knowledge article was created."
INC0026216,New,False,Sapphire,BlueTang,India,"Incident INC0026216, with medium impact and urgency and moderate priority, was opened on 5/5/2016 at 09:33 in India. The issue involved the BlueTang product by vendor Sapphire. It was resolved quickly by 09:37 the same day and closed on 10/5/2016. The incident met SLA requirements."
INC0015199,Resolved,False,Emerald,Frog,Romania,"Incident INC0015199, related to the product Frog from vendor Emerald in Romania, was opened on 5/4/2016 at 07:30 with a medium impact and urgency, and moderate priority. The incident was resolved promptly by 07:37 the same day, meeting the SLA, and was closed on 10/4/2016. The incident state is resolved, and no knowledge article was created."
INC0009834,New,False,Emerald,Croc,Hungary,"Incident INC0009834, categorized with medium impact and urgency and moderate priority, was opened on 22 March 2016 in Hungary involving the Emerald vendor's Croc product. The incident was resolved on 1 April 2016 and closed on 6 April 2016, meeting the SLA requirements. The incident is currently in a new state and has no associated knowledge base article."
INC0011712,Active,False,Emerald,Frog,Switzerland,"Incident INC0011712, related to the Frog product by vendor Emerald in Switzerland, was opened on 28/03/2016 at 09:10 with a medium impact and urgency, resulting in moderate priority. The incident was active, met the SLA, and was resolved on 04/04/2016 at 15:31 before being closed on 09/04/2016 at 15:59. No knowledge articles were created for this incident."
INC0020986,New,False,Emerald,Boa,United States,"Incident INC0020986 was opened on April 19, 2016, at 14:51 with a medium impact and urgency, resulting in a moderate priority. The incident involved the Boa product from vendor Emerald in the United States. It met the service level agreement (SLA), was resolved on April 20, 2016, at 11:19, and closed on April 25, 2016, at 12:07. The incident is currently in a new state and has no associated knowledge article."
INC0006354,Active,False,Sapphire,BlueTang,Denmark,"Incident INC0006354, related to the BlueTang product by vendor Sapphire in Denmark, was opened on 14/03/2016 with medium impact and urgency, resulting in a moderate priority. The incident remained active but met the SLA, was resolved by 16/03/2016, and finally closed on 24/03/2016. No knowledge article was created."
INC0011795,Active,False,Sapphire,Glaucus,Indonesia,"Incident INC0011795, related to the Glaucus product by vendor Sapphire in Indonesia, was opened on 28/3/2016 and resolved by 4/4/2016, later closed on 9/4/2016. It had a medium impact and urgency, with a moderate priority, met the SLA, and is currently active without associated knowledge articles."
INC0019514,New,False,Emerald,Boa,India,"Incident INC0019514 was opened on 15/04/2016 at 09:32 with a medium impact and urgency, resulting in a moderate priority. The issue, related to the Boa product by vendor Emerald in India, met its SLA and was resolved the same day at 14:52. The ticket was subsequently closed on 20/04/2016."
INC0003189,New,True,Sapphire,BlueTang,Finland,"Incident INC0003189 was opened on 7 March 2016 and involved the Sapphire vendor's BlueTang product in Finland. It had a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved by 11 March 2016, and closed on 24 March 2016. The incident is currently in a new state and has associated knowledge documentation."
INC0014531,Active,False,Emerald,Frog,Belgium,"Incident INC0014531, related to the Emerald vendor's Frog product in Belgium, was opened on 4/4/2016 and resolved by 8/4/2016, then closed on 13/4/2016. It had a medium impact and urgency with moderate priority. The incident is currently active and met the SLA, but no knowledge article was created."
INC0016735,New,False,Sapphire,BlueTang,Denmark,"Incident INC0016735, related to the Sapphire BlueTang product in Denmark, was opened on April 8, 2016, with a medium impact and urgency, and a moderate priority. The incident met its SLA, was resolved on April 15, 2016, and closed on April 20, 2016. The current state is New, and no knowledge article was created."
INC0009461,Resolved,False,Ruby,Shrimp,Brazil,"Incident INC0009461, related to the Ruby vendor's Shrimp product in Brazil, was opened on 21/03/2016 and resolved by 28/03/2016, meeting the SLA. The incident had a medium impact and urgency, classified with moderate priority. It was closed on 02/04/2016, and no knowledge article was created."
INC0006584,Closed,False,Ruby,Ant,Greece,"Incident INC0006584, related to the Ruby Ant product in Greece, was opened on 14/3/2016 and closed on 24/3/2016. It had a medium impact and urgency, with a moderate priority. The incident was resolved on 15/3/2016 but did not meet the SLA. The incident is now closed."
INC0010789,Active,False,Emerald,Boa,Kenya,"Incident INC0010789, currently active, was opened on 23/03/2016 and involves the Emerald vendor's Boa product in Kenya. It has a medium impact and urgency, resulting in a moderate priority. The incident met its SLA and was resolved on 04/04/2016, then closed on 09/04/2016. No knowledge article is associated with this incident."
INC0007426,Active,False,Ruby,Ant,Sweden,"Incident INC0007426, related to the Ruby vendor's Ant product in Sweden, was opened on 15/03/2016 and had medium impact and urgency with moderate priority. The incident met its SLA, was resolved on 29/03/2016, and closed on 03/04/2016. The incident remains active, and no knowledge article was created."
INC0010476,Awaiting User Info,False,Ruby,Ant,Ukraine,"Incident INC0010476, related to the Ruby vendor's Ant product in Ukraine, was opened on 23 March 2016 and closed on 10 April 2016. It had a medium impact and urgency with moderate priority. The incident met its SLA but is currently awaiting user information. It was resolved on 5 April 2016, with no associated knowledge article."
INC0015196,Active,False,Emerald,Croc,United States,"Incident INC0015196 involved a medium-impact, medium-urgency issue with the Croc product from vendor Emerald in the United States. The incident, opened on 5/4/2016 at 07:12, met the SLA and was resolved by 6/4/2016 at 11:54. It was closed on 11/4/2016 at 11:59. The priority was moderate, and no knowledge article was created. The incident remains active."
INC0000535,Resolved,True,Sapphire,BlueJay,Czech Republic,"Incident INC0000535, involving the Sapphire vendor's BlueJay product in the Czech Republic, was opened on January 3, 2016, with a medium impact and urgency, and a moderate priority. The incident was resolved on February 3, 2016, and subsequently closed on March 7, 2016. Service level agreements were met, and knowledge articles were created to document the resolution."
INC0009539,Closed,False,Sapphire,Glaucus,Spain,"Incident INC0009539 involved a medium impact and urgency issue with moderate priority related to the Glaucus product from vendor Sapphire in Spain. The incident was opened on March 21, 2016, and resolved on March 29, 2016, but did not meet the SLA. It was closed on April 3, 2016. The incident is now closed and no knowledge article was created."
INC0026257,New,False,Emerald,Frog,Pakistan,"Incident INC0026257 was opened on 5/5/2016 at 10:11 with a medium impact and urgency, resulting in a moderate priority. The issue involved the product Frog by vendor Emerald in Pakistan. The incident met its SLA, was resolved on the same day at 11:54, and subsequently closed on 10/5/2016 at 12:07. The incident state is recorded as New, and no knowledge article was created."
INC0026174,Closed,False,Ruby,LadyBug,Thailand,"Incident INC0026174, related to the LadyBug product from vendor Ruby in Thailand, was opened on May 5, 2016, at 08:48 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved quickly by 08:57 the same day, met the SLA, and was closed on May 10, 2016. The incident state is closed, and no knowledge article was created."
INC0002336,New,True,Sapphire,Peacock,Switzerland,"Incident INC0002336 was a low-priority issue involving the Peacock product by vendor Sapphire in Switzerland. It was opened on April 3, 2016, at 09:56 and resolved by June 28, 2016, with closure on July 3, 2016. The incident had low impact and urgency, met the SLA, and included knowledge documentation."
INC0015698,Active,False,Sapphire,Glaucus,Germany,"Incident INC0015698, related to the Sapphire Glaucus product in Germany, was opened on 6/4/2016 at 02:19 with a medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved quickly by 6/4/2016 02:24, and closed on 11/4/2016 at 02:59. The incident remains active and is not linked to any knowledge articles."
INC0012987,Resolved,False,Ruby,LadyBug,France,"Incident INC0012987, related to the LadyBug product by vendor Ruby in France, was opened on 30/03/2016 at 11:05 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved and closed on 04/04/2016 at 11:59, meeting the SLA. Knowledge documentation was not created."
INC0013537,Closed,False,Emerald,Turtle,Morocco,"Incident INC0013537, related to the product Turtle from vendor Emerald in Morocco, was opened on 31/03/2016 and closed on 23/05/2016. It had a medium impact and urgency, resulting in a moderate priority. The incident was closed without meeting the SLA and was resolved on 18/05/2016."
INC0010328,New,False,Emerald,Frog,Netherlands,"Incident INC0010328, related to the Emerald Frog product in the Netherlands, was opened on 23/3/2016 at 08:57 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved on 24/3/2016 at 11:15 and closed on 29/3/2016 at 11:59, meeting the SLA requirements. The incident is currently in a new state and does not have associated knowledge articles."
INC0025641,Resolved,False,Ruby,Ant,Vietnam,"Incident INC0025641, related to the Ruby product Ant in Vietnam, was opened on 4/5/2016 at 07:52 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved on the same day at 08:39, meeting the SLA, and was subsequently closed on 9/5/2016. The knowledge base was not updated."
INC0008389,Active,False,Ruby,Shrimp,South Africa,"Incident INC0008389, related to the Ruby vendor's Shrimp product in South Africa, was opened on 17 March 2016 and had a medium impact and urgency with moderate priority. The incident met its SLA, was resolved on 30 March 2016, and closed on 4 April 2016. The incident is currently active and no knowledge article was created."
INC0026827,Closed,False,Sapphire,Peacock,Denmark,"Incident INC0026827, related to the Peacock product from vendor Sapphire in Denmark, was opened on June 5, 2016, at 11:33 with a medium impact and urgency level, and moderate priority. The incident was resolved the same day at 12:29 and subsequently closed on November 5, 2016, at 13:07. The incident met the SLA requirements and is now closed."
INC0028193,New,False,Ruby,Ant,Nigeria,"Incident INC0028193, related to the Ruby vendor's Ant product in Nigeria, was opened on 11/5/2016 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved by 12/5/2016, and closed on 17/5/2016. The incident is currently in a new state and no knowledge article was created."
INC0008014,Active,False,Sapphire,Peacock,South Africa,"Incident INC0008014, related to the Peacock product by vendor Sapphire in South Africa, was opened on 16/03/2016 at 21:03 with a medium impact and urgency, resulting in a moderate priority. The incident was active and met the SLA requirements. It was resolved on 17/03/2016 at 14:44 and closed on 24/03/2016 at 19:01."
INC0022719,Resolved,False,Emerald,Croc,Czech Republic,"Incident INC0022719, related to the product Croc from vendor Emerald in the Czech Republic, was opened on 26/4/2016 at 11:09 with medium impact and urgency, and moderate priority. The incident was resolved the same day at 11:20, meeting the SLA requirements, and was closed on 1/5/2016. The incident state is resolved, and no knowledge article was created."
INC0019063,New,False,Sapphire,Glaucus,New Zealand,"Incident INC0019063, related to the Sapphire Glaucus product in New Zealand, was opened on 14/4/2016 with medium impact and urgency, assigned a moderate priority. The incident met the SLA, was resolved by 20/4/2016, and closed on 25/4/2016. The incident state is New, and no knowledge article was created."
INC0001258,New,True,Ruby,Ant,Indonesia,"Incident INC0001258 was opened on 2 March 2016 and categorized with medium impact and urgency, resulting in a moderate priority. The issue involved the product Ant from vendor Ruby, located in Indonesia. The incident met the SLA requirements, was resolved on 15 March 2016, and closed on 24 March 2016. Knowledge documentation is available for this case."
INC0019460,Awaiting User Info,False,Sapphire,BlueTang,Turkey,"Incident INC0019460, related to the Sapphire vendor's BlueTang product in Turkey, was opened on 15/04/2016 at 08:35 with medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved on 18/04/2016 at 11:21, and closed on 23/04/2016 at 12:07. The current state is Awaiting User Info, and no knowledge article was created."
INC0011636,New,False,Ruby,Shrimp,Argentina,"Incident INC0011636 was opened on 28/3/2016 with medium impact and urgency, resulting in a moderate priority. The issue involved the Ruby vendor's Shrimp product in Argentina. It met the SLA, was resolved on 1/6/2016, and closed on 6/6/2016. The incident is currently in a new state and has no linked knowledge articles."
INC0023659,Closed,False,Sapphire,Glaucus,Spain,"Incident INC0023659, related to the Sapphire Glaucus product in Spain, was opened on 28/4/2016 at 11:21 with medium impact and urgency, and moderate priority. The incident was resolved within 10 minutes, meeting the SLA, and was ultimately closed on 3/5/2016. The knowledge base was not updated."
INC0029168,Active,False,Ruby,Shrimp,Brazil,"Incident INC0029168, related to the Ruby vendor's Shrimp product in Brazil, was opened on 13/05/2016 at 10:19 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 16/05/2016 at 09:27, and closed on 21/05/2016 at 10:07. The incident is currently marked as Active, and no knowledge article was created."
INC0012513,Awaiting User Info,False,Emerald,Croc,Austria,"Incident INC0012513, related to the Croc product by vendor Emerald in Austria, was opened on 29/3/2016 with medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved on 30/3/2016, and closed on 4/4/2016. Currently, the incident state is ""Awaiting User Info,"" and no knowledge article is available."
INC0016460,Resolved,False,Sapphire,BlueJay,Mexico,"Incident INC0016460, with medium impact and urgency and moderate priority, was opened on July 4, 2016, at 10:47 and resolved the same day by 14:09, meeting the SLA. The incident involved the Sapphire vendor's BlueJay product in Mexico and was closed on December 4, 2016."
